Log for:C:/Users/sarac/OneDrive - ZHAW/School/2. Sem FS25/Informatik 2/BMLD-Inf2-AppV0-main/
# timestamp | duration | file | instruction | dir | modtime | etag | size | fileId | status | errorString | http result code | other size | other modtime | X-Request-ID
#=#=#=# Syncrun started 2025-03-11T16:06:45Z
#=#=#=#=# Propagation starts 2025-03-11T16:06:45Z (last step: 188 msec , total: 188 msec) 
2025-03-11T16:06:42+00:00 | Start.py | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1741180946 | 5d86543da670229b98601565ad0f631c | 467 | 8399505719oc641cdd42e0 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | facdd5b6-aa81-4320-be63-f8ea82f04d9f | 
#=#=#=#=# Propagation starts 2025-03-11T16:10:39Z (last step: 459 msec , total: 459 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:10:39Z (last step: 14 msec , total: 473 msec) 
#=#=#=# Syncrun started 2025-03-11T16:10:46Z
#=#=#=#=# Propagation starts 2025-03-11T16:10:46Z (last step: 302 msec , total: 302 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:10:46Z (last step: 4 msec , total: 307 msec) 
#=#=#=# Syncrun started 2025-03-11T16:11:25Z
#=#=#=#=# Propagation starts 2025-03-11T16:11:26Z (last step: 278 msec , total: 278 msec) 
2025-03-11T16:11:22+00:00 | pages/CO2 Fussabdruck Daten | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1741709477 | 19cf4f3be994b12d389be1ae705fa9b7 | 0 | 8399515004oc641cdd42e0 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 9ca5e574-7b7b-410a-a42a-98e876649db5 | 
#=#=#=# Syncrun finished 2025-03-11T16:11:26Z (last step: 814 msec , total: 1093 msec) 
#=#=#=# Syncrun started 2025-03-11T16:11:45Z
#=#=#=#=# Propagation starts 2025-03-11T16:11:46Z (last step: 419 msec , total: 419 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:11:46Z (last step: 8 msec , total: 427 msec) 
#=#=#=# Syncrun started 2025-03-11T16:15:15Z
#=#=#=#=# Propagation starts 2025-03-11T16:15:16Z (last step: 203 msec , total: 203 msec) 
2025-03-11T16:15:12+00:00 | pages/CO2 Fussabdruck Grafik | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1741709711 | 972a55b7970ca8c8bda675dfad32d064 | 0 | 8399527954oc641cdd42e0 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 9c05c38f-62cd-4c69-b8c2-3df3f311c27c | 
#=#=#=# Syncrun finished 2025-03-11T16:15:16Z (last step: 697 msec , total: 900 msec) 
#=#=#=# Syncrun started 2025-03-11T16:15:45Z
#=#=#=#=# Propagation starts 2025-03-11T16:15:46Z (last step: 460 msec , total: 460 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:15:46Z (last step: 5 msec , total: 466 msec) 
#=#=#=# Syncrun started 2025-03-11T16:18:45Z
#=#=#=#=# Propagation starts 2025-03-11T16:18:45Z (last step: 293 msec , total: 293 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:18:45Z (last step: 13 msec , total: 306 msec) 
#=#=#=# Syncrun started 2025-03-11T16:19:47Z
#=#=#=#=# Propagation starts 2025-03-11T16:19:47Z (last step: 313 msec , total: 313 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:19:47Z (last step: 13 msec , total: 327 msec) 
#=#=#=# Syncrun started 2025-03-11T16:23:36Z
#=#=#=#=# Propagation starts 2025-03-11T16:23:36Z (last step: 212 msec , total: 212 msec) 
2025-03-11T16:23:32+00:00 | pages/CO2 Fussabdruck Daten | CSyncEnums::CSYNC_INSTRUCTION_SYNC | OCC::SyncFileItem::Up | | 1741710209 | 503539117c0bc15cac61b29457728085 | 684 | 8399515004oc641cdd42e0 | OCC::SyncFileItem::Success |  | 204 | 0 | 1741709477 | 19ac1f9d-e4da-4b00-8bbf-0501c5b3b702 | 
2025-03-11T16:23:33+00:00 | pages/CO2 Fussabdruck Grafik | CSyncEnums::CSYNC_INSTRUCTION_SYNC | OCC::SyncFileItem::Up | | 1741710209 | bb7871103b5da85cff2f11bd01707d80 | 681 | 8399527954oc641cdd42e0 | OCC::SyncFileItem::Success |  | 204 | 0 | 1741709711 | 59a5d745-ccf1-44ba-89b8-1be8b5788f1f | 
2025-03-11T16:23:33+00:00 | pages/CO2-Fussabdruck rechner.py | CSyncEnums::CSYNC_INSTRUCTION_SYNC | OCC::SyncFileItem::Up | | 1741710214 | 28455a7904cd9bf0a33f7f4ecb03d3e6 | 3454 | 8399505849oc641cdd42e0 | OCC::SyncFileItem::Success |  | 204 | 2918 | 1741189139 | fe648e56-1620-48a2-b39d-54c2ec985ea2 | 
#=#=#=# Syncrun finished 2025-03-11T16:23:37Z (last step: 752 msec , total: 964 msec) 
#=#=#=# Syncrun started 2025-03-11T16:23:45Z
#=#=#=#=# Propagation starts 2025-03-11T16:23:46Z (last step: 368 msec , total: 368 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:23:46Z (last step: 7 msec , total: 375 msec) 
#=#=#=# Syncrun started 2025-03-11T16:24:26Z
#=#=#=#=# Propagation starts 2025-03-11T16:24:26Z (last step: 287 msec , total: 287 msec) 
2025-03-11T16:24:23+00:00 | pages/CO2 Fussabdruck Grafik | CSyncEnums::CSYNC_INSTRUCTION_SYNC | OCC::SyncFileItem::Up | | 1741710256 | ce57316f4596ce7f5b596c80e8cda317 | 681 | 8399527954oc641cdd42e0 | OCC::SyncFileItem::Success |  | 204 | 681 | 1741710209 | 15f8444b-baf4-4a79-bf62-d6a5a99c6935 | 
#=#=#=# Syncrun finished 2025-03-11T16:24:27Z (last step: 816 msec , total: 1104 msec) 
#=#=#=# Syncrun started 2025-03-11T16:24:46Z
#=#=#=#=# Propagation starts 2025-03-11T16:24:46Z (last step: 415 msec , total: 415 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:24:46Z (last step: 11 msec , total: 426 msec) 
#=#=#=# Syncrun started 2025-03-11T16:34:15Z
#=#=#=#=# Propagation starts 2025-03-11T16:34:15Z (last step: 227 msec , total: 227 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:34:15Z (last step: 5 msec , total: 233 msec) 
#=#=#=# Syncrun started 2025-03-11T16:35:19Z
#=#=#=#=# Propagation starts 2025-03-11T16:35:19Z (last step: 191 msec , total: 191 msec) 
#=#=#=# Syncrun finished 2025-03-11T16:35:19Z (last step: 4 msec , total: 195 msec) 
#=#=#=# Syncrun started 2025-03-11T16:38:16Z
#=#=#=#=# Propagation starts 2025-03-11T16:38:16Z (last step: 359 msec , total: 359 msec) 
2025-03-11T16:38:13+00:00 | pages/CO2 Fussabdruck Grafik -> pages/CO2 Fussabdruck Grafik.py | CSyncEnums::CSYNC_INSTRUCTION_RENAME | OCC::SyncFileItem::Up | | 1741710256 | ce57316f4596ce7f5b596c80e8cda317 | 681 | 8399527954oc641cdd42e0 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | dd3ad37c-25d9-47c8-9267-54ddadaf8f59 | 
#=#=#=# Syncrun finished 2025-03-11T16:38:17Z (last step: 967 msec , total: 1326 msec) 
#=#=#=# Syncrun started 2025-03-11T16:38:26Z
#=#=#=#=# Propagation starts 2025-03-11T16:38:26Z (last step: 393 msec , total: 393 msec) 
2025-03-11T16:38:23+00:00 | pages/CO2 Fussabdruck Daten | CSyncEnums::CSYNC_INSTRUCTION_REMOVE | OCC::SyncFileItem::Up | | 1741710209 | 503539117c0bc15cac61b29457728085 | 684 | 8399515004oc641cdd42e0 | OCC::SyncFileItem::Success |  | 204 | 684 | 1741710209 | 629dd905-ec62-44f9-a6f3-70d43683eb3e | 
2025-03-11T16:38:23+00:00 | pages/CO2 Fussabdruck Daten.py | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1741711101 | c1ccbc1170cf099057fe3c8aa3ff653a | 684 | 8399646574oc641cdd42e0 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 760dee55-637a-45d3-843b-6bc66d49f675 | 
#=#=#=# Syncrun finished 2025-03-11T16:38:27Z (last step: 954 msec , total: 1347 msec) 
